D/service_hrm_DATA( 3507): 1548824940.147,1875170.000000,-3.306881,7.365108,6.092126,-30.100000,-20.860001,51.240002
D/service_hrm_DATA( 3507): 1548824940.187,1876718.000000,-2.907279,8.441878,5.477170,-44.730000,-24.920000,52.570000
D/service_hrm_DATA( 3507): 1548824940.226,1875766.000000,-2.364109,6.821937,5.601598,-40.599998,-17.360001,51.170002
D/service_hrm_DATA( 3507): 1548824940.269,1875766.000000,-2.155933,7.166504,6.013163,-17.290001,-22.610001,46.410000
D/service_hrm_DATA( 3507): 1548824940.307,1874239.000000,-1.806581,6.537192,5.824130,-32.270000,-21.280001,36.680000
D/service_hrm_DATA( 3507): 1548824940.346,1875824.000000,-1.538585,6.415157,5.977271,-14.980000,-19.600000,28.980000
D/service_hrm_DATA( 3507): 1548824940.387,1877563.000000,-1.347159,6.156733,6.262017,-5.530000,-19.180000,17.920000
D/service_hrm_DATA( 3507): 1548824940.427,1880018.000000,-1.153341,6.168696,6.324231,-14.630000,-17.990000,4.410000
D/service_hrm_DATA( 3507): 1548824940.468,1880018.000000,-1.040878,6.013163,6.195018,-2.870000,-14.630000,-3.710000
D/service_hrm_DATA( 3507): 1548824940.506,1883874.000000,-0.815953,6.254838,6.034698,12.740000,-11.550000,-13.300000
D/service_hrm_DATA( 3507): 1548824940.547,1888314.000000,-0.684347,6.281159,5.737988,24.080000,-5.250000,-22.680000
D/service_hrm_DATA( 3507): 1548824940.586,1894840.000000,-0.926022,6.297909,5.458029,45.639999,0.490000,-33.740002
D/service_hrm_DATA( 3507): 1548824940.626,1901983.000000,-1.060020,6.716653,5.391029,57.119999,5.250000,-47.599998
D/service_hrm_DATA( 3507): 1548824940.668,1901983.000000,-1.445265,7.087541,5.268995,75.320000,11.970000,-56.070000
D/service_hrm_DATA( 3507): 1548824940.706,1909226.000000,-2.182254,8.506484,5.343173,80.919998,12.460000,-55.930000
D/service_hrm_DATA( 3507): 1548824940.747,1913697.000000,-2.502892,7.477571,5.565705,77.629997,11.060000,-62.580002
D/service_hrm_DATA( 3507): 1548824940.787,1918600.000000,-2.794817,8.733803,4.323831,77.349998,-3.080000,-63.279999
D/service_hrm_DATA( 3507): 1548824940.827,1921761.000000,-3.175276,8.781659,4.223332,81.760002,-7.560000,-57.260002
D/service_hrm_DATA( 3507): 1548824940.868,1921761.000000,-3.125026,10.092925,3.802195,92.820000,-17.920000,-46.410000
D/service_hrm_DATA( 3507): 1548824940.907,1924064.000000,-3.074777,9.418150,2.974278,79.800003,-20.860001,-41.860001
D/service_hrm_DATA( 3507): 1548824940.947,1927612.000000,-3.637090,9.523434,1.849652,63.630001,-21.840000,-32.619999
D/service_hrm_DATA( 3507): 1548824940.987,1929736.000000,-3.773481,8.918050,1.493121,74.129997,-18.340000,-26.740000
D/service_hrm_DATA( 3507): 1548824941.027,1932199.000000,-4.072584,8.748159,1.308874,96.320000,-16.660000,-27.510000
D/service_hrm_DATA( 3507): 1548824941.068,1932199.000000,-4.649254,9.219545,0.961915,83.090004,-18.690001,-29.469999
D/service_hrm_DATA( 3507): 1548824941.107,1933904.000000,-4.811966,9.281759,0.961915,70.840004,-21.139999,-24.710001
D/service_hrm_DATA( 3507): 1548824941.147,1935314.000000,-4.780859,9.226725,0.071785,57.049999,-17.219999,-13.510000
D/service_hrm_DATA( 3507): 1548824941.187,1936354.000000,-4.919643,9.427721,0.244068,34.650002,-18.340000,-4.760000
D/service_hrm_DATA( 3507): 1548824941.227,1936390.000000,-4.500899,9.415757,-0.236889,22.120001,-17.360001,2.030000
D/service_hrm_DATA( 3507): 1548824941.268,1936390.000000,-4.244867,8.867801,-0.351745,10.220000,-14.000000,3.710000
D/service_hrm_DATA( 3507): 1548824941.306,1936828.000000,-4.187439,8.611769,-0.179462,15.120000,-15.050000,3.710000
D/service_hrm_DATA( 3507): 1548824941.347,1937258.000000,-4.443472,10.301102,0.086142,27.860001,-18.340000,10.360000
D/service_hrm_DATA( 3507): 1548824941.387,1936645.000000,-3.931407,9.193225,0.016750,1.400000,-20.790001,12.670000
D/service_hrm_DATA( 3507): 1548824941.426,1938866.000000,-4.027121,9.200402,-0.028714,10.430000,-21.420000,22.049999
D/service_hrm_DATA( 3507): 1548824941.468,1938866.000000,-3.866802,9.521042,-0.349352,8.120000,-22.120001,21.559999
D/service_hrm_DATA( 3507): 1548824941.507,1938984.000000,-3.809374,8.738588,-0.145962,-11.830000,-21.559999,19.040001
D/service_hrm_DATA( 3507): 1548824941.547,1939177.000000,-3.735196,8.523234,-0.251246,23.170000,-21.350000,19.460001
D/service_hrm_DATA( 3507): 1548824941.587,1937760.000000,-3.701697,9.719646,-0.473779,1.330000,-19.530001,21.840000
D/service_hrm_DATA( 3507): 1548824941.627,1935896.000000,-3.718446,8.678767,0.248854,-17.080000,-16.030001,18.059999
D/service_hrm_DATA( 3507): 1548824941.668,1935896.000000,-3.744767,8.896514,1.201197,15.330000,-23.309999,16.520000
D/service_hrm_DATA( 3507): 1548824941.708,1934592.000000,-3.725625,8.618947,0.016750,-16.870001,-27.160000,11.480000
D/service_hrm_DATA( 3507): 1548824941.748,1933936.000000,-3.653840,8.831908,-0.162712,-24.219999,-21.210001,12.600000
D/service_hrm_DATA( 3507): 1548824941.788,1932931.000000,-3.297310,8.781659,0.801596,-19.530001,-25.690001,11.130000
D/service_hrm_DATA( 3507): 1548824941.828,1932889.000000,-3.347559,8.999406,0.660419,-12.880000,-27.440001,7.280000
D/service_hrm_DATA( 3507): 1548824941.869,1932889.000000,-3.230310,9.233903,0.811167,-15.400000,-27.440001,3.640000
D/service_hrm_DATA( 3507): 1548824941.908,1932755.000000,-3.012564,9.142976,0.825524,-9.800000,-30.170000,4.550000
D/service_hrm_DATA( 3507): 1548824941.948,1933616.000000,-3.089134,9.377472,0.516850,-19.180000,-28.350000,1.890000
D/service_hrm_DATA( 3507): 1548824941.988,1934628.000000,-2.868994,9.131011,0.954736,-6.510000,-23.520000,5.110000
D/service_hrm_DATA( 3507): 1548824942.028,1934938.000000,-2.553142,8.315059,1.421337,6.720000,-23.379999,-0.770000
D/service_hrm_DATA( 3507): 1548824942.069,1934938.000000,-2.646462,9.114261,1.021735,18.200001,-21.139999,-1.610000
D/service_hrm_DATA( 3507): 1548824942.108,1935032.000000,-2.605784,9.291330,0.576670,11.340000,-12.670000,-8.190000
D/service_hrm_DATA( 3507): 1548824942.148,1936580.000000,-2.957529,8.977871,0.777667,6.720000,-13.440001,-8.050000
D/service_hrm_DATA( 3507): 1548824942.188,1937018.000000,-3.302095,8.714661,0.947558,0.630000,-6.860000,-8.610000
D/service_hrm_DATA( 3507): 1548824942.228,1936800.000000,-3.192025,9.607183,0.361316,-4.900000,1.540000,-5.810000
D/service_hrm_DATA( 3507): 1548824942.270,1936800.000000,-3.254239,9.169296,0.186640,-36.820000,12.530000,-3.920000
D/service_hrm_DATA( 3507): 1548824942.309,1936463.000000,-3.168097,9.324830,1.172483,-65.660004,21.139999,-5.250000
D/service_hrm_DATA( 3507): 1548824942.349,1935351.000000,-3.503092,8.310273,2.258825,-62.090000,20.299999,-9.730000
D/service_hrm_DATA( 3507): 1548824942.389,1934468.000000,-3.208775,8.571091,2.277967,-18.059999,19.670000,-10.150000
D/service_hrm_DATA( 3507): 1548824942.429,1932300.000000,-3.495914,10.035499,3.026921,-18.830000,13.300000,-10.920000
D/service_hrm_DATA( 3507): 1548824942.471,1930323.000000,-3.249453,9.604790,2.543570,-25.410000,7.840000,-8.470000
D/service_hrm_DATA( 3507): 1548824942.509,1930323.000000,-3.084348,9.334401,1.572084,0.490000,12.950000,-1.610000
D/service_hrm_DATA( 3507): 1548824942.550,1930413.000000,-2.991028,8.295916,1.129412,13.650000,21.910000,-3.570000
D/service_hrm_DATA( 3507): 1548824942.590,1930884.000000,-3.474378,7.843673,1.194018,34.720001,23.870001,-15.960000
D/service_hrm_DATA( 3507): 1548824942.629,1929670.000000,-3.948158,8.860621,1.529014,6.090000,28.700001,-22.610001
D/service_hrm_DATA( 3507): 1548824942.671,1926211.000000,-4.199404,10.109675,2.043471,-39.900002,29.330000,-21.910000
D/service_hrm_DATA( 3507): 1548824942.709,1926211.000000,-4.063013,9.726824,0.909273,-85.540001,43.959999,-18.340000
D/service_hrm_DATA( 3507): 1548824942.749,1926136.000000,-3.462414,7.436893,0.435494,-67.970001,53.900002,-20.160000
D/service_hrm_DATA( 3507): 1548824942.789,1925929.000000,-3.101098,8.396415,2.359323,-36.750000,53.270000,-28.910000
D/service_hrm_DATA( 3507): 1548824942.829,1923330.000000,-3.084348,9.186047,2.215754,-1.050000,66.779999,-34.509998
D/service_hrm_DATA( 3507): 1548824942.870,1923932.000000,-4.091727,8.118847,1.576870,45.430000,80.150002,-39.270000
D/service_hrm_DATA( 3507): 1548824942.910,1923932.000000,-5.508278,6.845865,-0.373280,112.279999,102.550003,-41.299999
D/service_hrm_DATA( 3507): 1548824942.950,1928831.000000,-7.910671,8.384450,-0.260818,129.779999,115.010002,-43.750000
D/service_hrm_DATA( 3507): 1548824942.990,1926471.000000,-8.776874,8.128418,0.172283,28.280001,104.230003,-48.160000
D/service_hrm_DATA( 3507): 1548824943.030,1929882.000000,-8.992228,5.922236,-1.131805,9.520000,96.459999,-38.639999
D/service_hrm_DATA( 3507): 1548824943.073,1933111.000000,-8.482556,5.544170,-1.926222,27.160000,60.130001,-22.260000
D/service_hrm_DATA( 3507): 1548824943.111,1933111.000000,-6.675975,6.228518,-1.890330,1.330000,43.680000,-13.370000
D/service_hrm_DATA( 3507): 1548824943.151,1934535.000000,-6.479764,6.594619,-1.830509,26.320000,35.209999,-21.350000
D/service_hrm_DATA( 3507): 1548824943.193,1935223.000000,-6.733403,6.975078,-2.553142,9.590000,35.349998,-19.110001
D/service_hrm_DATA( 3507): 1548824943.232,1935808.000000,-7.046863,7.611568,-2.663212,-27.719999,32.549999,-15.260000
D/service_hrm_DATA( 3507): 1548824943.274,1936143.000000,-6.089733,7.149754,-2.553142,-58.240002,36.400002,-12.810000
D/service_hrm_DATA( 3507): 1548824943.312,1936143.000000,-6.238089,6.661618,-1.847259,-28.139999,33.110001,-8.890000
D/service_hrm_DATA( 3507): 1548824943.352,1935675.000000,-6.104091,7.661818,-1.091127,-12.250000,31.990000,-11.550000
D/service_hrm_DATA( 3507): 1548824943.392,1934120.000000,-6.759724,7.164111,-1.134198,3.010000,25.830000,-13.090000
D/service_hrm_DATA( 3507): 1548824943.432,1933345.000000,-6.936793,7.286145,-1.447658,11.970000,13.090000,-8.680000
D/service_hrm_DATA( 3507): 1548824943.473,1934097.000000,-6.750153,6.905686,-1.505085,16.660000,0.910000,-5.600000
D/service_hrm_DATA( 3507): 1548824943.512,1934097.000000,-6.888937,6.367301,-1.919044,55.720001,-8.750000,-2.100000
D/service_hrm_DATA( 3507): 1548824943.552,1935970.000000,-6.695118,6.671190,-2.720639,96.879997,-16.590000,0.840000
D/service_hrm_DATA( 3507): 1548824943.592,1937966.000000,-6.932007,6.056234,-3.436093,124.180000,-22.680000,1.960000
D/service_hrm_DATA( 3507): 1548824943.632,1940291.000000,-6.735795,6.273981,-4.591826,148.539993,-23.240000,3.430000
D/service_hrm_DATA( 3507): 1548824943.674,1940488.000000,-6.585048,6.369694,-4.211368,107.940002,-24.080000,6.090000
D/service_hrm_DATA( 3507): 1548824943.712,1940488.000000,-7.001399,5.225924,-5.309673,69.230003,-22.400000,16.379999
D/service_hrm_DATA( 3507): 1548824943.752,1941141.000000,-6.683154,5.304887,-5.228317,45.009998,-21.280001,26.670000
D/service_hrm_DATA( 3507): 1548824943.792,1940838.000000,-6.513263,5.056034,-5.711668,43.959999,-17.639999,33.880001
D/service_hrm_DATA( 3507): 1548824943.832,1940642.000000,-6.659225,5.852845,-5.469993,19.040001,-11.480000,33.529999
D/service_hrm_DATA( 3507): 1548824943.874,1940238.000000,-6.733403,5.247460,-5.309673,-6.650000,-8.050000,29.400000
D/service_hrm_DATA( 3507): 1548824943.912,1940238.000000,-6.821937,5.185246,-5.072784,-0.490000,-8.820000,37.310001
D/service_hrm_DATA( 3507): 1548824943.952,1939741.000000,-6.733403,6.297909,-4.673182,-32.759998,-11.970000,51.799999
D/service_hrm_DATA( 3507): 1548824943.992,1937890.000000,-7.044470,6.329016,-3.835695,-88.059998,-15.330000,57.189999
D/service_hrm_DATA( 3507): 1548824944.032,1934730.000000,-8.286345,7.070791,-5.041678,-110.040001,-29.260000,70.980003
D/service_hrm_DATA( 3507): 1548824944.073,1932187.000000,-6.934400,5.426922,-3.254239,-79.239998,-53.340000,41.580002
D/service_hrm_DATA( 3507): 1548824944.112,1932187.000000,-6.149554,4.089334,-1.521835,-38.920002,-86.099998,24.500000
D/service_hrm_DATA( 3507): 1548824944.152,1929686.000000,-5.022535,6.587440,-5.314459,-102.410004,-52.779999,35.490002
D/service_hrm_DATA( 3507): 1548824944.192,1927280.000000,-5.328816,5.941379,-1.761117,-96.669998,-44.380001,19.110001
D/service_hrm_DATA( 3507): 1548824944.232,1923906.000000,-5.077570,6.711867,-0.784846,-49.560001,-26.320000,11.830000
D/service_hrm_DATA( 3507): 1548824944.279,1922320.000000,-5.419744,7.817351,0.043071,14.630000,-22.680000,-3.080000
D/service_hrm_DATA( 3507): 1548824944.312,1922320.000000,-5.599205,7.467999,-0.275175,77.279999,-39.340000,-2.240000
D/service_hrm_DATA( 3507): 1548824944.353,1921674.000000,-5.113462,8.673983,-0.882952,113.330002,-46.900002,-0.140000
D/service_hrm_DATA( 3507): 1548824944.393,1922380.000000,-4.905287,9.516255,-1.024128,61.740002,-44.590000,2.870000
D/service_hrm_DATA( 3507): 1548824944.433,1923506.000000,-5.280960,8.396415,-1.404587,39.900002,-41.160000,7.770000
D/service_hrm_DATA( 3507): 1548824944.475,1925256.000000,-5.398208,7.783852,-2.481357,60.270000,-38.220001,11.620000
D/service_hrm_DATA( 3507): 1548824944.515,1925256.000000,-5.312066,8.255238,-2.507678,64.190002,-33.320000,16.450001
D/service_hrm_DATA( 3507): 1548824944.554,1926531.000000,-5.271388,9.353544,-2.002793,4.130000,-51.520000,18.270000
D/service_hrm_DATA( 3507): 1548824944.594,1928286.000000,-5.580062,6.726225,-0.648455,-38.920002,-58.310001,-50.750000
D/service_hrm_DATA( 3507): 1548824944.634,1930427.000000,-6.070591,8.425128,-2.763710,35.349998,-16.450001,-6.300000
D/service_hrm_DATA( 3507): 1548824944.675,1932158.000000,-7.267002,6.750153,-0.612563,21.350000,-27.299999,17.850000
D/service_hrm_DATA( 3507): 1548824944.715,1933676.000000,-5.603990,8.769694,-1.856830,64.610001,-29.120001,17.920000
D/service_hrm_DATA( 3507): 1548824944.754,1933676.000000,-5.673382,8.382057,-1.914258,49.000000,-21.350000,20.580000
D/service_hrm_DATA( 3507): 1548824944.794,1933169.000000,-5.912664,7.542177,-3.751946,58.099998,49.070000,-3.850000
D/service_hrm_DATA( 3507): 1548824944.834,1933501.000000,-5.292924,6.759724,-2.883351,30.380001,13.160000,-2.170000
D/service_hrm_DATA( 3507): 1548824944.875,1933150.000000,-5.922236,6.872187,-3.412165,37.730000,8.960000,3.220000
D/service_hrm_DATA( 3507): 1548824944.915,1932459.000000,-5.900701,7.661818,-3.864408,19.460001,19.600000,2.380000
D/service_hrm_DATA( 3507): 1548824944.954,1932459.000000,-5.860023,7.424929,-3.725625,-18.690001,24.850000,1.330000
D/service_hrm_DATA( 3507): 1548824944.997,1932657.000000,-5.670990,7.623533,-3.512664,-29.260000,32.900002,2.170000
D/service_hrm_DATA( 3507): 1548824945.034,1931862.000000,-5.522634,7.515855,-2.873780,-35.560001,39.970001,-0.560000
D/service_hrm_DATA( 3507): 1548824945.075,1931043.000000,-5.376673,7.496714,-2.285146,-36.820000,43.189999,-2.100000
D/service_hrm_DATA( 3507): 1548824945.115,1929726.000000,-5.056034,7.661818,-1.928615,-42.209999,39.759998,-2.100000
D/service_hrm_DATA( 3507): 1548824945.154,1929726.000000,-4.785645,8.130811,-1.667797,-52.360001,37.310001,1.470000
D/service_hrm_DATA( 3507): 1548824945.195,1928229.000000,-4.742575,7.657032,-1.076770,-56.840000,30.660000,-0.910000
D/service_hrm_DATA( 3507): 1548824945.235,1927195.000000,-4.632504,8.157133,-1.282553,-37.590000,20.790001,2.940000
D/service_hrm_DATA( 3507): 1548824945.276,1926013.000000,-4.268795,8.513663,-1.239482,-30.660000,13.720000,-0.420000
D/service_hrm_DATA( 3507): 1548824945.315,1924928.000000,-4.407579,8.173882,-1.105484,-32.410000,9.100000,-5.110000
D/service_hrm_DATA( 3507): 1548824945.355,1924928.000000,-4.701896,8.020741,-0.964308,-28.070000,1.820000,-4.130000
D/service_hrm_DATA( 3507): 1548824945.395,1924370.000000,-4.800002,8.441878,-1.261017,-20.650000,-3.150000,-3.710000
D/service_hrm_DATA( 3507): 1548824945.435,1923748.000000,-4.759324,8.472985,-1.610370,-25.480000,-4.690000,-5.810000
D/service_hrm_DATA( 3507): 1548824945.476,1923430.000000,-5.024928,8.446664,-1.507478,-24.290001,-6.090000,-5.040000
D/service_hrm_DATA( 3507): 1548824945.515,1923305.000000,-5.149354,8.367701,-1.708475,-11.480000,-5.810000,-5.950000
D/service_hrm_DATA( 3507): 1548824945.555,1923305.000000,-5.065606,8.621340,-2.007578,3.990000,-3.570000,-2.870000
D/service_hrm_DATA( 3507): 1548824945.595,1923280.000000,-4.840680,8.827123,-1.885544,-9.380000,-3.990000,-0.910000
D/service_hrm_DATA( 3507): 1548824945.634,1923074.000000,-5.060820,8.609376,-1.883151,-6.510000,-2.660000,-2.310000
D/service_hrm_DATA( 3507): 1548824945.676,1923081.000000,-5.000999,8.472985,-1.622334,-2.870000,2.800000,-1.190000
D/service_hrm_DATA( 3507): 1548824945.716,1922480.000000,-4.974678,8.779266,-1.603191,-2.730000,6.300000,1.470000
D/service_hrm_DATA( 3507): 1548824945.756,1922480.000000,-5.082355,9.049655,-1.289732,-13.090000,7.840000,3.990000
D/service_hrm_DATA( 3507): 1548824945.795,1921613.000000,-4.811966,8.556733,-1.387837,-13.720000,10.710000,6.230000
D/service_hrm_DATA( 3507): 1548824945.836,1921468.000000,-4.972286,8.449057,-1.409373,-10.780000,15.610000,9.800000
D/service_hrm_DATA( 3507): 1548824945.877,1920010.000000,-4.811966,8.798409,-1.402194,-32.060001,18.900000,7.280000
D/service_hrm_DATA( 3507): 1548824945.916,1919007.000000,-4.649254,7.996813,-1.406980,-59.150002,25.549999,3.430000
D/service_hrm_DATA( 3507): 1548824945.957,1919007.000000,-4.744967,8.389235,-1.009771,-53.200001,30.309999,6.230000
D/service_hrm_DATA( 3507): 1548824945.996,1917761.000000,-4.721039,8.918050,-0.614955,-62.720001,33.040001,4.690000
D/service_hrm_DATA( 3507): 1548824946.037,1915756.000000,-4.677969,8.377272,-0.217747,-70.840004,35.420002,2.730000
D/service_hrm_DATA( 3507): 1548824946.078,1913627.000000,-4.639683,8.542377,0.263210,-74.129997,35.490002,2.730000
D/service_hrm_DATA( 3507): 1548824946.116,1911060.000000,-4.795217,8.372486,0.839881,-80.639999,35.910000,-0.420000
D/service_hrm_DATA( 3507): 1548824946.156,1911060.000000,-4.905287,8.465806,1.287339,-84.910004,34.439999,-0.630000
D/service_hrm_DATA( 3507): 1548824946.197,1907880.000000,-5.034499,8.200203,1.751546,-84.209999,32.340000,-1.400000
D/service_hrm_DATA( 3507): 1548824946.236,1905363.000000,-5.252246,7.925028,1.725225,-73.989998,27.930000,1.540000
D/service_hrm_DATA( 3507): 1548824946.279,1903126.000000,-5.156533,7.992027,2.110470,-52.500000,21.070000,2.870000
D/service_hrm_DATA( 3507): 1548824946.317,1902374.000000,-5.094319,7.721639,2.409572,-39.689999,17.080000,0.560000
D/service_hrm_DATA( 3507): 1548824946.356,1902374.000000,-5.079963,8.111670,2.330609,-25.480000,11.690000,-0.210000
D/service_hrm_DATA( 3507): 1548824946.396,1902149.000000,-4.895715,8.025528,2.364109,-13.160000,9.520000,-0.490000
D/service_hrm_DATA( 3507): 1548824946.437,1901932.000000,-5.094319,8.161918,2.481357,-8.330000,8.890000,-2.100000
D/service_hrm_DATA( 3507): 1548824946.478,1902363.000000,-5.156533,7.850852,2.502892,-8.680000,7.910000,-1.680000
D/service_hrm_DATA( 3507): 1548824946.516,1902771.000000,-5.213961,7.951349,2.481357,-1.190000,5.670000,-1.260000
D/service_hrm_DATA( 3507): 1548824946.556,1902771.000000,-5.163712,7.946564,2.469393,4.830000,3.010000,-2.520000
D/service_hrm_DATA( 3507): 1548824946.596,1903516.000000,-5.273781,8.068598,2.297110,6.230000,2.520000,-1.330000
D/service_hrm_DATA( 3507): 1548824946.637,1903911.000000,-5.151747,8.027920,2.127219,3.920000,2.310000,-0.840000
D/service_hrm_DATA( 3507): 1548824946.679,1904708.000000,-5.175675,8.006385,2.012364,4.690000,2.800000,-0.490000
D/service_hrm_DATA( 3507): 1548824946.717,1905078.000000,-5.103891,7.980063,1.969293,2.240000,4.550000,-0.350000
D/service_hrm_DATA( 3507): 1548824946.757,1905078.000000,-4.981857,7.846066,2.091327,0.630000,6.370000,-2.170000
